lat;lon;validdate;t_2m:F;dew_point_002m:F;t_apparent:F;visibility:km;wind_speed_10m:mph;wind_gusts_10m_1h:mph;wind_dir_10m:d;prob_precip_1h:p;precip_1h:mm;tstorm_warning_1h:idx
32.36;-88.7;2023-07-09T18:00:00Z;88.7;73.8;101.5;33.0;6.8;10.7;276.1;1.0;0.00;0
32.36;-88.7;2023-07-09T19:00:00Z;88.3;72.9;99.9;27.6;4.0;10.7;261.3;1.0;0.00;0
32.36;-88.7;2023-07-09T20:00:00Z;87.0;73.6;98.8;20.3;5.8;8.1;221.6;21.1;0.64;0
32.36;-88.7;2023-07-09T21:00:00Z;84.2;74.9;94.8;20.9;4.8;9.9;215.0;25.7;0.81;0
32.36;-88.7;2023-07-09T22:00:00Z;82.1;74.3;90.1;18.6;5.3;10.5;243.5;71.7;2.03;0
32.36;-88.7;2023-07-09T23:00:00Z;74.9;73.8;82.6;3.9;5.0;12.5;294.5;86.8;6.62;1
32.36;-88.7;2023-07-10T00:00:00Z;74.8;73.9;82.3;9.1;2.7;12.5;174.8;14.0;0.50;0
32.36;-88.7;2023-07-10T01:00:00Z;74.4;74.2;81.8;14.3;2.2;6.8;212.5;1.0;0.00;0
32.36;-88.7;2023-07-10T02:00:00Z;74.2;74.1;81.1;14.7;3.5;10.0;181.7;1.0;0.00;0
32.36;-88.7;2023-07-10T03:00:00Z;73.9;73.5;80.9;15.3;2.7;10.0;207.4;1.0;0.00;0
32.36;-88.7;2023-07-10T04:00:00Z;74.0;73.5;80.1;15.3;5.4;15.5;179.4;1.0;0.00;0
32.36;-88.7;2023-07-10T05:00:00Z;74.1;73.6;80.2;15.3;5.8;16.1;178.4;1.0;0.00;0
32.36;-88.7;2023-07-10T06:00:00Z;74.3;74.0;80.4;15.4;6.6;18.1;198.9;1.0;0.00;0
32.36;-88.7;2023-07-10T07:00:00Z;74.5;74.2;80.3;15.3;8.6;24.2;205.3;1.0;0.00;0
32.36;-88.7;2023-07-10T08:00:00Z;74.3;74.0;80.1;15.4;8.0;25.4;225.3;1.0;0.00;0
32.36;-88.7;2023-07-10T09:00:00Z;74.8;74.8;80.9;3.5;8.1;28.5;234.8;22.4;0.46;1
32.36;-88.7;2023-07-10T10:00:00Z;75.2;75.1;81.1;8.4;9.6;31.5;246.5;24.1;0.50;0
32.36;-88.7;2023-07-10T11:00:00Z;75.2;74.7;80.7;10.8;10.4;31.5;254.4;3.4;0.05;0
32.36;-88.7;2023-07-10T12:00:00Z;74.9;74.1;80.9;10.1;10.7;31.6;258.7;5.1;0.09;0
32.36;-88.7;2023-07-10T13:00:00Z;75.0;73.8;81.1;10.7;10.9;31.6;264.8;5.8;0.10;0
32.36;-88.7;2023-07-10T14:00:00Z;75.3;73.8;82.6;11.5;11.0;28.0;265.5;1.0;0.00;0
32.36;-88.7;2023-07-10T15:00:00Z;76.6;73.7;86.2;13.3;11.1;26.9;274.2;6.7;0.12;0
32.36;-88.7;2023-07-10T16:00:00Z;79.6;73.1;93.0;20.4;12.3;24.7;278.2;4.0;0.09;0
32.36;-88.7;2023-07-10T17:00:00Z;83.7;72.7;100.4;8.6;11.5;23.2;288.1;3.6;0.18;0
32.36;-88.7;2023-07-10T18:00:00Z;86.5;71.9;103.3;13.1;10.4;19.9;299.3;2.6;0.12;0
32.36;-88.7;2023-07-10T19:00:00Z;87.5;71.5;102.9;16.9;9.1;17.2;304.8;2.0;0.07;0
32.36;-88.7;2023-07-10T20:00:00Z;87.9;71.4;101.9;22.6;8.6;14.9;314.9;2.6;0.10;0
32.36;-88.7;2023-07-10T21:00:00Z;87.9;71.4;99.6;22.6;7.6;13.7;322.5;1.0;0.05;0
32.36;-88.7;2023-07-10T22:00:00Z;87.2;71.5;96.3;31.2;6.4;12.1;329.2;2.6;0.08;0
32.36;-88.7;2023-07-10T23:00:00Z;85.9;72.8;92.9;32.3;5.1;10.3;324.3;1.0;0.00;0
32.36;-88.7;2023-07-11T00:00:00Z;83.7;75.0;89.5;29.5;3.8;8.5;331.5;1.0;0.00;0
32.36;-88.7;2023-07-11T01:00:00Z;80.4;75.2;85.3;29.6;3.4;7.6;341.9;1.0;0.00;0
32.36;-88.7;2023-07-11T02:00:00Z;79.0;74.6;84.0;21.6;3.7;8.3;2.9;1.0;0.00;0
32.36;-88.7;2023-07-11T03:00:00Z;78.1;74.7;83.7;18.4;3.2;8.3;21.4;1.0;0.00;0
32.36;-88.7;2023-07-11T04:00:00Z;77.0;74.7;83.0;17.9;3.5;7.7;45.0;1.0;0.05;0
32.36;-88.7;2023-07-11T05:00:00Z;75.6;74.0;81.8;17.7;3.6;7.7;41.7;1.0;0.00;0
32.36;-88.7;2023-07-11T06:00:00Z;74.5;73.6;81.0;18.7;3.5;7.1;27.0;1.0;0.00;0
32.36;-88.7;2023-07-11T07:00:00Z;73.8;73.1;80.4;17.2;3.2;6.1;4.5;1.0;0.00;0
32.36;-88.7;2023-07-11T08:00:00Z;73.0;72.7;79.8;15.7;2.9;4.9;315.1;1.0;0.00;0
32.36;-88.7;2023-07-11T09:00:00Z;72.3;72.1;79.2;14.3;2.7;4.5;276.8;1.0;0.00;0
32.36;-88.7;2023-07-11T10:00:00Z;72.9;72.6;79.9;14.6;2.5;4.1;280.3;1.0;0.00;0
32.36;-88.7;2023-07-11T11:00:00Z;73.5;73.1;80.6;15.0;2.3;4.1;284.6;1.0;0.00;0
32.36;-88.7;2023-07-11T12:00:00Z;74.0;73.5;83.5;15.3;2.1;4.1;289.6;1.0;0.00;0
32.36;-88.7;2023-07-11T13:00:00Z;77.5;73.3;88.5;20.8;2.8;5.4;293.1;1.0;0.00;0
32.36;-88.7;2023-07-11T14:00:00Z;80.8;72.8;93.6;26.4;3.6;6.5;295.1;1.0;0.00;0
32.36;-88.7;2023-07-11T15:00:00Z;84.1;72.4;98.8;31.8;4.4;7.3;296.4;1.0;0.00;0
32.36;-88.7;2023-07-11T16:00:00Z;86.1;71.0;102.1;33.1;4.3;7.3;299.5;1.0;0.00;0
32.36;-88.7;2023-07-11T17:00:00Z;88.1;69.6;104.8;34.3;4.1;6.6;302.7;1.0;0.00;0
32.36;-88.7;2023-07-11T18:00:00Z;90.1;68.2;106.7;35.5;4.0;6.0;306.3;1.0;0.00;0
32.36;-88.7;2023-07-11T19:00:00Z;90.9;67.1;106.7;36.8;3.6;5.7;314.8;1.0;0.00;0
32.36;-88.7;2023-07-11T20:00:00Z;91.7;66.0;105.6;38.0;3.2;5.2;326.0;1.0;0.00;0
32.36;-88.7;2023-07-11T21:00:00Z;92.4;64.9;103.5;39.3;2.8;4.7;339.9;1.0;0.00;0
32.36;-88.7;2023-07-11T22:00:00Z;90.4;68.6;99.6;36.8;2.4;4.3;357.1;1.0;0.00;0
32.36;-88.7;2023-07-11T23:00:00Z;88.4;72.2;95.6;34.4;2.1;3.8;29.6;1.0;0.00;0
32.36;-88.7;2023-07-12T00:00:00Z;86.4;75.8;92.2;31.9;1.7;3.8;67.0;1.0;0.00;0
32.36;-88.7;2023-07-12T01:00:00Z;84.0;75.0;87.7;30.7;2.7;5.8;40.0;1.0;0.00;0
32.36;-88.7;2023-07-12T02:00:00Z;81.5;74.2;85.5;29.5;3.7;7.8;27.1;1.0;0.00;0
32.36;-88.7;2023-07-12T03:00:00Z;79.1;73.4;83.3;28.4;4.6;9.8;20.1;1.0;0.00;0
32.36;-88.7;2023-07-12T04:00:00Z;77.7;72.8;82.3;27.6;4.2;9.8;31.1;1.0;0.00;0
32.36;-88.7;2023-07-12T05:00:00Z;76.4;72.3;81.2;26.9;3.8;8.6;45.2;1.0;0.00;0
32.36;-88.7;2023-07-12T06:00:00Z;75.1;71.8;80.3;26.2;3.4;7.6;61.7;1.0;0.00;0
32.36;-88.7;2023-07-12T07:00:00Z;74.7;71.4;79.7;26.2;4.0;8.7;79.6;1.0;0.00;0
32.36;-88.7;2023-07-12T08:00:00Z;74.3;70.9;79.0;26.3;4.5;9.7;93.9;1.0;0.00;0
32.36;-88.7;2023-07-12T09:00:00Z;73.9;70.5;78.4;26.3;5.0;10.8;104.4;1.0;0.00;0
32.36;-88.7;2023-07-12T10:00:00Z;74.2;70.8;78.9;25.7;4.5;10.8;123.7;1.0;0.00;0
32.36;-88.7;2023-07-12T11:00:00Z;74.6;71.1;79.4;25.2;3.9;8.8;164.0;1.0;0.00;0
32.36;-88.7;2023-07-12T12:00:00Z;75.0;71.4;82.3;24.7;3.4;6.9;204.0;1.0;0.00;0
32.36;-88.7;2023-07-12T13:00:00Z;79.2;71.6;88.6;27.8;3.3;5.7;225.2;1.0;0.00;0
32.36;-88.7;2023-07-12T14:00:00Z;83.4;71.8;95.1;30.8;3.3;6.4;251.2;1.0;0.00;0
32.36;-88.7;2023-07-12T15:00:00Z;87.5;72.0;101.6;33.9;3.3;7.0;273.4;1.0;0.00;0
32.36;-88.7;2023-07-12T16:00:00Z;89.6;71.0;105.4;35.0;3.0;7.0;275.7;1.0;0.00;0
32.36;-88.7;2023-07-12T17:00:00Z;91.7;70.0;108.3;36.1;2.8;5.6;278.5;1.0;0.00;0
32.36;-88.7;2023-07-12T18:00:00Z;93.7;69.0;110.1;37.2;2.6;4.4;281.7;1.0;0.00;0
32.36;-88.7;2023-07-12T19:00:00Z;93.1;69.5;109.0;31.4;4.2;6.0;277.8;1.0;0.00;0
32.36;-88.7;2023-07-12T20:00:00Z;92.4;70.2;106.7;25.6;5.9;8.5;276.2;1.0;0.00;0
32.36;-88.7;2023-07-12T21:00:00Z;91.7;70.8;103.3;19.7;7.5;10.6;275.2;1.0;0.00;0
32.36;-88.7;2023-07-12T22:00:00Z;90.3;72.5;99.3;23.8;6.5;10.6;278.2;1.0;0.00;0
32.36;-88.7;2023-07-12T23:00:00Z;88.9;74.2;95.4;27.9;5.5;10.0;282.4;1.0;0.00;0
32.36;-88.7;2023-07-13T00:00:00Z;87.5;75.9;92.2;31.9;4.5;9.6;288.3;1.0;0.00;0
32.36;-88.7;2023-07-13T01:00:00Z;84.0;76.3;88.1;26.1;4.0;9.2;286.7;1.0;0.00;0
32.36;-88.7;2023-07-13T02:00:00Z;80.6;76.6;86.2;20.4;3.4;8.0;284.4;1.0;0.00;0
32.36;-88.7;2023-07-13T03:00:00Z;77.1;76.8;84.4;14.8;2.8;6.8;281.1;1.0;0.00;0
32.36;-88.7;2023-07-13T04:00:00Z;76.7;76.5;83.9;10.5;3.4;7.9;250.0;1.0;0.00;0
32.36;-88.7;2023-07-13T05:00:00Z;76.3;76.3;83.3;6.1;4.1;10.4;227.0;1.0;0.00;0
32.36;-88.7;2023-07-13T06:00:00Z;75.9;75.9;82.7;1.8;4.8;13.1;213.5;1.0;0.00;0
32.36;-88.7;2023-07-13T07:00:00Z;76.1;76.1;83.0;5.2;5.0;15.1;217.8;1.0;0.00;0
32.36;-88.7;2023-07-13T08:00:00Z;76.4;76.2;83.1;8.5;5.3;17.3;221.7;1.0;0.00;0
32.36;-88.7;2023-07-13T09:00:00Z;76.7;76.3;83.2;11.9;5.6;19.0;225.2;1.0;0.00;0
32.36;-88.7;2023-07-13T10:00:00Z;77.0;76.2;83.3;15.0;6.0;20.1;230.4;1.0;0.00;0
32.36;-88.7;2023-07-13T11:00:00Z;77.4;76.1;83.4;18.1;6.5;21.2;234.8;1.0;0.00;0
32.36;-88.7;2023-07-13T12:00:00Z;77.8;76.0;85.6;21.2;7.0;22.3;238.6;1.0;0.00;0
32.36;-88.7;2023-07-13T13:00:00Z;80.6;76.4;91.1;24.1;6.8;22.3;248.5;1.0;0.00;0
32.36;-88.7;2023-07-13T14:00:00Z;83.5;76.9;96.7;27.1;6.6;19.9;259.4;1.0;0.00;0
32.36;-88.7;2023-07-13T15:00:00Z;86.4;77.3;101.9;30.0;6.4;17.4;270.5;1.0;0.00;0
32.36;-88.7;2023-07-13T16:00:00Z;88.3;76.7;105.3;31.3;5.4;15.5;268.5;1.0;0.00;0
32.36;-88.7;2023-07-13T17:00:00Z;90.3;76.1;108.0;32.6;4.4;11.8;265.6;1.0;0.00;0
32.36;-88.7;2023-07-13T18:00:00Z;92.3;75.4;109.9;33.9;3.4;7.9;261.0;1.0;0.00;0
32.36;-88.7;2023-07-13T19:00:00Z;93.1;74.7;110.0;34.5;3.1;5.1;262.3;1.0;0.00;0
32.36;-88.7;2023-07-13T20:00:00Z;93.9;74.1;108.7;35.0;2.8;4.7;263.9;1.0;0.00;0
32.36;-88.7;2023-07-13T21:00:00Z;94.8;73.4;106.5;35.5;2.5;4.3;266.0;1.0;0.00;0
32.36;-88.7;2023-07-13T22:00:00Z;91.0;74.1;100.5;33.5;5.1;7.9;205.0;1.0;0.00;0
32.36;-88.7;2023-07-13T23:00:00Z;87.2;74.7;94.3;31.5;7.7;12.4;187.2;1.0;0.00;0
32.36;-88.7;2023-07-14T00:00:00Z;83.4;75.2;88.6;29.5;10.4;16.9;180.5;1.0;0.00;0
32.36;-88.7;2023-07-14T01:00:00Z;81.6;75.0;85.3;27.7;9.2;16.9;182.7;1.0;0.00;0
32.36;-88.7;2023-07-14T02:00:00Z;79.8;74.7;84.0;26.0;8.1;15.8;185.6;1.0;0.00;0
32.36;-88.7;2023-07-14T03:00:00Z;78.1;74.4;82.8;24.4;6.9;14.6;189.4;1.0;0.00;0
32.36;-88.7;2023-07-14T04:00:00Z;77.6;74.4;82.6;23.4;6.4;13.7;197.9;1.0;0.00;0
32.36;-88.7;2023-07-14T05:00:00Z;77.1;74.4;82.3;22.5;5.9;15.1;208.1;1.0;0.00;0
32.36;-88.7;2023-07-14T06:00:00Z;76.6;74.4;82.1;21.6;5.4;16.6;219.9;1.0;0.00;0
32.36;-88.7;2023-07-14T07:00:00Z;76.4;74.4;82.0;21.4;5.7;18.1;220.5;1.0;0.00;0
32.36;-88.7;2023-07-14T08:00:00Z;76.2;74.4;81.8;21.2;6.0;19.7;221.1;1.0;0.00;0
32.36;-88.7;2023-07-14T09:00:00Z;76.1;74.4;81.7;21.0;6.3;21.2;221.6;1.0;0.00;0
32.36;-88.7;2023-07-14T10:00:00Z;76.7;74.6;82.2;21.7;6.2;21.2;228.5;1.0;0.00;0
32.36;-88.7;2023-07-14T11:00:00Z;77.4;74.8;82.7;22.4;6.0;21.2;235.8;1.0;0.00;0
32.36;-88.7;2023-07-14T12:00:00Z;78.0;75.0;85.4;23.1;5.9;21.3;243.5;1.0;0.00;0
32.36;-88.7;2023-07-14T13:00:00Z;81.0;75.4;90.9;26.1;5.9;21.3;247.8;1.0;0.00;0
32.36;-88.7;2023-07-14T14:00:00Z;83.9;75.7;96.6;29.1;5.9;19.2;252.1;1.0;0.00;0
32.36;-88.7;2023-07-14T15:00:00Z;86.9;76.0;102.0;32.1;5.9;17.2;256.4;1.0;0.00;0
32.36;-88.7;2023-07-14T16:00:00Z;89.3;75.4;106.1;32.9;5.2;15.1;255.8;1.0;0.00;0
32.36;-88.7;2023-07-14T17:00:00Z;91.7;74.9;108.6;33.8;4.6;11.9;255.0;1.0;0.00;0
32.36;-88.7;2023-07-14T18:00:00Z;94.1;74.3;109.3;34.7;3.9;8.4;254.0;1.0;0.00;0
32.36;-88.7;2023-07-14T19:00:00Z;90.7;75.1;104.9;28.1;2.9;5.6;253.6;8.0;0.55;1
32.36;-88.7;2023-07-14T20:00:00Z;87.3;76.0;101.4;21.5;2.0;4.5;251.4;9.1;0.55;1
32.36;-88.7;2023-07-14T21:00:00Z;83.9;76.8;98.6;14.9;1.0;3.3;76.6;10.3;0.55;1
32.36;-88.7;2023-07-14T22:00:00Z;84.8;77.4;97.2;19.8;1.5;2.8;16.7;1.0;0.00;0
32.36;-88.7;2023-07-14T23:00:00Z;85.8;78.1;95.2;24.6;2.1;3.5;348.0;1.0;0.00;0
32.36;-88.7;2023-07-15T00:00:00Z;86.7;78.7;93.1;29.5;2.7;4.1;337.5;1.0;0.00;0
32.36;-88.7;2023-07-15T01:00:00Z;85.4;78.6;90.3;28.0;2.7;4.2;332.1;1.0;0.00;0
32.36;-88.7;2023-07-15T02:00:00Z;84.1;78.5;89.4;26.5;2.8;4.3;316.3;1.0;0.00;0
32.36;-88.7;2023-07-15T03:00:00Z;82.8;78.4;88.5;25.0;2.8;4.3;241.6;1.0;0.00;0
32.36;-88.7;2023-07-15T04:00:00Z;81.5;78.3;87.7;23.5;2.9;4.4;192.2;1.0;0.00;0
32.36;-88.7;2023-07-15T05:00:00Z;80.2;78.2;86.9;22.0;2.9;4.6;181.5;1.0;0.00;0
32.36;-88.7;2023-07-15T06:00:00Z;78.9;78.1;86.1;20.6;3.0;4.9;177.2;1.0;0.00;0
32.36;-88.7;2023-07-15T07:00:00Z;78.9;78.0;85.9;20.6;3.3;6.0;189.0;1.0;0.00;0
32.36;-88.7;2023-07-15T08:00:00Z;78.9;77.8;85.7;20.6;3.7;7.1;199.3;1.0;0.00;0
32.36;-88.7;2023-07-15T09:00:00Z;78.9;77.7;85.6;20.6;4.1;8.2;207.7;1.0;0.00;0
32.36;-88.7;2023-07-15T10:00:00Z;78.9;77.5;85.4;20.6;4.5;9.3;214.6;1.0;0.00;0
32.36;-88.7;2023-07-15T11:00:00Z;78.9;77.4;85.3;20.7;4.8;10.4;220.0;1.0;0.00;0
32.36;-88.7;2023-07-15T12:00:00Z;78.9;77.2;86.8;20.7;5.2;11.5;224.4;1.0;0.00;0
32.36;-88.7;2023-07-15T13:00:00Z;80.2;77.4;90.4;22.1;4.7;11.5;228.0;12.1;1.40;1
32.36;-88.7;2023-07-15T14:00:00Z;81.4;77.7;93.4;23.6;4.2;10.1;232.7;16.5;1.40;1
32.36;-88.7;2023-07-15T15:00:00Z;82.7;77.9;95.8;25.0;3.7;8.7;239.2;21.1;1.40;1
32.36;-88.7;2023-07-15T16:00:00Z;84.0;78.1;98.4;26.5;3.1;7.5;248.4;25.7;1.40;1
32.36;-88.7;2023-07-15T17:00:00Z;85.2;78.3;100.5;27.9;2.6;6.4;261.4;30.4;1.40;1
32.36;-88.7;2023-07-15T18:00:00Z;86.5;78.5;102.0;29.4;2.1;5.2;278.8;35.3;1.40;1
32.36;-88.7;2023-07-15T19:00:00Z;86.0;78.3;101.3;29.2;2.6;5.3;254.5;7.7;0.28;1
32.36;-88.7;2023-07-15T20:00:00Z;85.5;78.0;100.0;28.9;3.2;6.4;233.9;7.7;0.27;1
32.36;-88.7;2023-07-15T21:00:00Z;85.0;77.8;97.9;28.7;3.7;7.5;219.9;7.6;0.27;1
32.36;-88.7;2023-07-15T22:00:00Z;84.5;77.6;95.4;28.4;4.2;8.6;210.6;7.6;0.27;1
32.36;-88.7;2023-07-15T23:00:00Z;83.9;77.4;92.4;28.2;4.8;9.6;204.4;7.5;0.27;1
32.36;-88.7;2023-07-16T00:00:00Z;83.4;77.2;89.6;27.9;5.3;10.5;200.1;7.5;0.27;1
32.36;-88.7;2023-07-16T01:00:00Z;82.2;76.9;87.0;25.9;5.2;10.5;198.2;1.0;0.00;0
32.36;-88.7;2023-07-16T02:00:00Z;80.9;76.7;86.1;24.0;5.1;10.3;196.2;1.0;0.00;0
32.36;-88.7;2023-07-16T03:00:00Z;79.7;76.4;85.2;22.1;5.0;9.9;194.1;1.0;0.00;0
32.36;-88.7;2023-07-16T04:00:00Z;78.5;76.1;84.3;20.1;4.9;9.7;192.0;1.0;0.00;0
32.36;-88.7;2023-07-16T05:00:00Z;77.3;75.8;83.4;18.2;4.8;9.8;189.8;1.0;0.00;0
32.36;-88.7;2023-07-16T06:00:00Z;76.0;75.5;82.6;16.3;4.7;9.9;187.5;1.0;0.00;0
32.36;-88.7;2023-07-16T07:00:00Z;76.3;75.5;82.7;17.1;5.0;10.7;195.5;1.0;0.00;0
32.36;-88.7;2023-07-16T08:00:00Z;76.6;75.5;82.8;17.9;5.2;13.0;203.2;1.0;0.00;0
32.36;-88.7;2023-07-16T09:00:00Z;76.8;75.5;82.9;18.7;5.4;15.2;210.4;1.0;0.00;0
32.36;-88.7;2023-07-16T10:00:00Z;77.1;75.5;83.0;19.6;5.6;17.3;217.0;1.0;0.00;0
32.36;-88.7;2023-07-16T11:00:00Z;77.3;75.5;83.1;20.4;5.9;19.4;222.8;1.0;0.00;0
32.36;-88.7;2023-07-16T12:00:00Z;77.6;75.5;85.2;21.2;6.1;21.4;228.0;1.0;0.00;0
32.36;-88.7;2023-07-16T13:00:00Z;78.3;75.5;89.0;19.1;6.5;21.4;234.7;8.7;0.98;1
32.36;-88.7;2023-07-16T14:00:00Z;79.1;75.6;92.8;17.1;6.9;20.8;240.7;15.4;0.98;1
32.36;-88.7;2023-07-16T15:00:00Z;79.9;75.6;96.0;15.0;7.4;20.1;246.1;21.5;0.98;1
32.36;-88.7;2023-07-16T16:00:00Z;80.6;75.7;97.7;12.9;7.8;19.5;250.9;26.8;0.98;1
32.36;-88.7;2023-07-16T17:00:00Z;81.4;75.7;98.4;10.8;8.2;18.8;255.1;31.5;0.98;1
32.36;-88.7;2023-07-16T18:00:00Z;82.1;75.8;98.2;8.7;8.7;18.2;258.7;35.6;0.97;1
32.36;-88.7;2023-07-16T19:00:00Z;82.5;75.9;97.1;12.2;8.3;17.6;253.3;1.0;0.00;0
32.36;-88.7;2023-07-16T20:00:00Z;82.9;76.1;95.4;15.8;7.9;17.4;247.1;1.0;0.00;0
32.36;-88.7;2023-07-16T21:00:00Z;83.4;76.2;93.6;19.3;7.6;17.3;240.0;1.0;0.00;0
32.36;-88.7;2023-07-16T22:00:00Z;83.8;76.4;92.9;22.8;7.2;17.1;232.0;1.0;0.00;0
32.36;-88.7;2023-07-16T23:00:00Z;84.2;76.6;91.6;26.3;6.8;16.9;223.3;1.0;0.00;0
32.36;-88.7;2023-07-17T00:00:00Z;84.7;76.7;90.0;29.9;6.5;16.8;214.3;1.0;0.00;0
32.36;-88.7;2023-07-17T01:00:00Z;83.4;76.4;87.5;28.6;6.4;17.5;212.2;1.0;0.00;0
32.36;-88.7;2023-07-17T02:00:00Z;82.2;76.1;86.5;27.5;6.4;18.3;210.0;1.0;0.00;0
32.36;-88.7;2023-07-17T03:00:00Z;80.9;75.7;85.4;26.3;6.4;19.1;207.8;1.0;0.00;0
32.36;-88.7;2023-07-17T04:00:00Z;79.7;75.4;84.5;25.1;6.3;20.0;205.5;1.0;0.00;0
32.36;-88.7;2023-07-17T05:00:00Z;78.5;75.0;83.5;24.0;6.3;20.8;203.3;1.0;0.00;0
32.36;-88.7;2023-07-17T06:00:00Z;77.3;74.7;82.6;22.9;6.3;21.6;201.0;1.0;0.00;0
32.36;-88.7;2023-07-17T07:00:00Z;77.5;74.7;82.7;23.1;6.5;22.1;210.6;1.0;0.00;0
32.36;-88.7;2023-07-17T08:00:00Z;77.7;74.7;82.8;23.3;6.6;22.6;220.8;1.0;0.00;0
32.36;-88.7;2023-07-17T09:00:00Z;78.0;74.7;82.9;23.5;6.8;23.2;231.0;1.0;0.00;0
32.36;-88.7;2023-07-17T10:00:00Z;78.2;74.7;83.0;23.7;7.0;23.7;240.5;1.0;0.00;0
32.36;-88.7;2023-07-17T11:00:00Z;78.4;74.7;83.1;23.9;7.2;24.2;248.9;1.0;0.00;0
32.36;-88.7;2023-07-17T12:00:00Z;78.6;74.7;85.3;24.1;7.4;24.7;256.2;1.0;0.00;0
32.36;-88.7;2023-07-17T13:00:00Z;80.7;74.7;90.2;25.7;7.7;24.7;254.9;1.0;0.08;0
32.36;-88.7;2023-07-17T14:00:00Z;82.9;74.6;95.3;27.3;8.0;23.0;253.8;1.0;0.08;0
32.36;-88.7;2023-07-17T15:00:00Z;85.0;74.6;99.9;28.9;8.2;21.4;252.7;1.0;0.08;0
32.36;-88.7;2023-07-17T16:00:00Z;87.1;74.6;103.0;30.5;8.5;19.7;251.7;2.2;0.08;0
32.36;-88.7;2023-07-17T17:00:00Z;89.2;74.5;105.1;32.1;8.8;18.0;250.8;2.4;0.08;0
32.36;-88.7;2023-07-17T18:00:00Z;91.3;74.5;106.3;33.8;9.1;16.4;249.9;2.6;0.08;0
32.36;-88.7;2023-07-17T19:00:00Z;89.8;75.0;103.7;32.5;8.5;15.0;244.7;15.6;0.69;0
32.36;-88.7;2023-07-17T20:00:00Z;88.3;75.4;100.6;31.3;7.8;14.4;238.0;15.7;0.69;0
32.36;-88.7;2023-07-17T21:00:00Z;86.7;75.9;97.2;30.1;7.2;13.9;229.6;15.9;0.69;1
32.36;-88.7;2023-07-17T22:00:00Z;85.2;76.4;94.3;28.8;6.6;13.4;219.0;16.2;0.69;1
32.36;-88.7;2023-07-17T23:00:00Z;83.6;76.9;91.3;27.6;5.9;13.0;206.4;16.7;0.69;1
32.36;-88.7;2023-07-18T00:00:00Z;82.0;77.4;88.5;26.4;5.3;12.6;192.6;17.2;0.69;1
32.36;-88.7;2023-07-18T01:00:00Z;81.1;77.0;86.3;24.5;5.3;12.9;194.9;1.0;0.00;0
32.36;-88.7;2023-07-18T02:00:00Z;80.1;76.6;85.5;22.7;5.3;13.9;197.1;1.0;0.00;0
32.36;-88.7;2023-07-18T03:00:00Z;79.1;76.2;84.7;20.9;5.4;14.9;199.3;1.0;0.00;0
32.36;-88.7;2023-07-18T04:00:00Z;78.1;75.8;83.9;19.1;5.4;15.9;201.5;1.0;0.00;0
32.36;-88.7;2023-07-18T05:00:00Z;77.1;75.5;83.1;17.3;5.4;16.9;203.7;1.0;0.00;0
32.36;-88.7;2023-07-18T06:00:00Z;76.1;75.0;82.2;15.5;5.4;17.9;205.9;1.0;0.00;0
32.29;-90.18;2023-07-09T06:00:00Z;73.8;71.7;78.8;19.8;6.1;16.2;174.5;1.0;0.00;0
32.29;-90.18;2023-07-09T07:00:00Z;73.8;71.8;79.4;12.5;3.8;16.2;200.1;1.0;0.00;0
32.29;-90.18;2023-07-09T08:00:00Z;73.9;72.3;79.4;16.3;5.3;16.3;191.0;1.0;0.00;0
32.29;-90.18;2023-07-09T09:00:00Z;74.1;72.8;79.5;15.4;6.7;16.3;180.0;1.0;0.00;0
32.29;-90.18;2023-07-09T10:00:00Z;74.1;73.1;79.9;15.9;5.8;18.0;189.9;1.0;0.00;0
32.29;-90.18;2023-07-09T11:00:00Z;74.0;73.2;80.1;16.2;4.6;18.0;198.6;1.0;0.00;0
32.29;-90.18;2023-07-09T12:00:00Z;75.5;74.3;83.1;15.9;4.9;19.1;201.0;1.0;0.00;0
32.29;-90.18;2023-07-09T13:00:00Z;75.7;73.4;84.5;6.2;3.2;19.1;256.3;1.0;0.00;0
32.29;-90.18;2023-07-09T14:00:00Z;73.2;72.3;82.5;4.8;3.6;14.0;233.4;1.0;0.00;0
32.29;-90.18;2023-07-09T15:00:00Z;76.4;74.4;88.5;2.1;4.6;16.0;253.1;1.0;0.00;0
32.29;-90.18;2023-07-09T16:00:00Z;81.6;77.2;95.8;15.2;5.9;16.0;250.9;13.2;0.26;0
32.29;-90.18;2023-07-09T17:00:00Z;83.7;77.4;98.4;27.7;6.5;12.6;244.4;24.4;0.50;0
32.29;-90.18;2023-07-09T18:00:00Z;86.7;76.6;102.0;32.3;6.5;11.2;237.5;1.0;0.00;0
32.29;-90.18;2023-07-09T19:00:00Z;88.0;75.4;101.9;18.2;6.9;10.7;267.8;1.0;0.00;0
32.29;-90.18;2023-07-09T20:00:00Z;87.5;74.7;99.7;33.0;6.0;10.7;257.6;1.0;0.00;0
32.29;-90.18;2023-07-09T21:00:00Z;82.3;73.1;91.0;5.0;9.9;14.8;278.2;33.3;0.87;0
32.29;-90.18;2023-07-09T22:00:00Z;78.2;73.7;86.3;11.9;4.1;14.8;172.1;28.2;1.07;0
32.29;-90.18;2023-07-09T23:00:00Z;78.2;74.1;85.6;21.3;5.9;10.5;177.6;1.0;0.00;0
