lat;lon;validdate;t_2m:F;dew_point_002m:F;t_apparent:F;visibility:km;wind_speed_10m:mph;wind_gusts_10m_1h:mph;wind_dir_10m:d;prob_precip_1h:p;precip_1h:mm;tstorm_warning_1h:idx
31.87;-89.74;2023-07-11T08:00:00Z;75.6;73.1;82.2;23.3;1.4;3.1;348.3;1.0;0.00;0
31.87;-89.74;2023-07-11T09:00:00Z;75.7;73.2;82.3;23.8;1.3;2.7;5.3;1.0;0.00;0
31.87;-89.74;2023-07-11T10:00:00Z;75.8;73.5;82.0;21.3;2.4;4.1;255.1;1.0;0.00;0
31.87;-89.74;2023-07-11T11:00:00Z;75.9;73.8;81.8;18.9;3.5;5.8;230.2;1.0;0.00;0
31.87;-89.74;2023-07-11T12:00:00Z;76.1;74.1;83.2;16.5;4.7;7.5;224.7;1.0;0.00;0
31.87;-89.74;2023-07-11T13:00:00Z;78.7;74.1;87.8;19.1;3.9;7.5;237.7;3.5;0.08;0
31.87;-89.74;2023-07-11T14:00:00Z;81.2;74.1;92.8;21.8;3.0;6.0;266.1;3.0;0.08;0
31.87;-89.74;2023-07-11T15:00:00Z;83.8;74.1;97.9;24.5;2.2;4.6;310.9;2.7;0.08;0
31.87;-89.74;2023-07-11T16:00:00Z;86.2;72.5;101.7;28.4;2.9;4.4;316.4;1.0;0.00;0
31.87;-89.74;2023-07-11T17:00:00Z;88.6;71.0;105.0;32.4;3.7;5.3;319.8;1.0;0.00;0
31.87;-89.74;2023-07-11T18:00:00Z;90.9;69.4;107.4;36.3;4.4;6.5;322.0;1.0;0.00;0
31.87;-89.74;2023-07-11T19:00:00Z;91.6;68.7;107.6;37.5;4.8;7.1;324.7;1.0;0.00;0
31.87;-89.74;2023-07-11T20:00:00Z;92.2;67.9;106.7;38.7;5.1;7.6;327.1;1.0;0.00;0
31.87;-89.74;2023-07-11T21:00:00Z;92.8;67.2;104.7;39.9;5.5;8.0;329.1;1.0;0.00;0
31.87;-89.74;2023-07-11T22:00:00Z;90.8;68.2;100.0;38.2;5.1;8.1;335.9;1.0;0.00;0
31.87;-89.74;2023-07-11T23:00:00Z;88.7;69.1;94.9;36.5;4.7;8.7;343.9;1.0;0.00;0
31.87;-89.74;2023-07-12T00:00:00Z;86.7;70.0;90.1;34.7;4.3;9.3;353.4;1.0;0.00;0
31.87;-89.74;2023-07-12T01:00:00Z;84.3;69.2;85.3;34.1;4.2;9.3;1.2;1.0;0.00;0
31.87;-89.74;2023-07-12T02:00:00Z;81.8;68.3;83.0;33.4;4.2;9.3;9.2;1.0;0.00;0
31.87;-89.74;2023-07-12T03:00:00Z;79.4;67.4;80.9;32.7;4.2;9.3;17.2;1.0;0.00;0
31.87;-89.74;2023-07-12T04:00:00Z;78.0;67.4;79.9;32.4;3.8;9.3;34.2;1.0;0.00;0
31.87;-89.74;2023-07-12T05:00:00Z;76.5;67.5;79.0;32.2;3.4;8.4;60.2;1.0;0.00;0
31.87;-89.74;2023-07-12T06:00:00Z;75.0;67.5;78.2;32.0;3.0;7.5;88.5;1.0;0.00;0
31.87;-89.74;2023-07-12T07:00:00Z;74.2;67.6;77.8;31.5;2.8;6.6;73.2;1.0;0.00;0
31.87;-89.74;2023-07-12T08:00:00Z;73.4;67.8;77.5;30.9;2.6;5.2;52.4;1.0;0.00;0
31.87;-89.74;2023-07-12T09:00:00Z;72.5;67.9;77.2;30.3;2.3;4.0;30.0;1.0;0.00;0
31.87;-89.74;2023-07-12T10:00:00Z;73.1;68.1;77.3;30.3;3.1;4.6;319.9;1.0;0.00;0
31.87;-89.74;2023-07-12T11:00:00Z;73.8;68.3;77.5;30.4;3.8;6.6;251.5;1.0;0.00;0
31.87;-89.74;2023-07-12T12:00:00Z;74.4;68.4;79.6;30.4;4.5;9.4;241.5;1.0;0.00;0
31.87;-89.74;2023-07-12T13:00:00Z;78.4;71.0;86.7;28.1;4.9;9.6;252.5;1.0;0.00;0
31.87;-89.74;2023-07-12T14:00:00Z;82.3;73.6;93.6;25.8;5.2;9.6;262.2;1.0;0.00;0
31.87;-89.74;2023-07-12T15:00:00Z;86.2;76.2;100.1;23.5;5.6;9.5;270.4;1.0;0.00;0
31.87;-89.74;2023-07-12T16:00:00Z;87.8;76.1;102.9;26.7;5.6;9.2;266.5;3.3;0.09;0
31.87;-89.74;2023-07-12T17:00:00Z;89.3;76.0;105.2;30.0;5.6;9.0;262.5;3.3;0.09;0
31.87;-89.74;2023-07-12T18:00:00Z;90.9;75.9;106.9;33.2;5.5;8.8;258.5;3.2;0.09;0
31.87;-89.74;2023-07-12T19:00:00Z;91.6;75.4;107.0;33.8;4.9;8.6;259.8;1.0;0.00;0
31.87;-89.74;2023-07-12T20:00:00Z;92.3;75.0;105.7;34.2;4.3;7.5;261.6;1.0;0.00;0
31.87;-89.74;2023-07-12T21:00:00Z;93.0;74.5;103.3;34.7;3.7;6.4;264.0;1.0;0.00;0
31.87;-89.74;2023-07-12T22:00:00Z;90.5;75.9;98.9;32.9;3.5;5.4;288.9;4.7;0.10;0
31.87;-89.74;2023-07-12T23:00:00Z;88.1;77.3;94.9;31.0;3.4;5.7;3.0;4.3;0.10;0
31.87;-89.74;2023-07-13T00:00:00Z;85.7;78.7;91.8;29.2;3.2;6.0;36.9;3.8;0.10;0
31.87;-89.74;2023-07-13T01:00:00Z;83.7;78.7;89.2;25.4;2.9;6.0;50.0;1.0;0.00;0
31.87;-89.74;2023-07-13T02:00:00Z;81.6;78.7;88.0;21.5;2.6;4.9;68.0;1.0;0.00;0
31.87;-89.74;2023-07-13T03:00:00Z;79.6;78.7;87.0;17.7;2.3;4.2;89.1;1.0;0.00;0
31.87;-89.74;2023-07-13T04:00:00Z;79.2;77.3;85.7;20.2;3.6;7.5;173.2;1.0;0.00;0
31.87;-89.74;2023-07-13T05:00:00Z;78.8;76.0;84.5;22.6;4.9;11.8;213.3;1.0;0.00;0
31.87;-89.74;2023-07-13T06:00:00Z;78.5;74.7;83.3;25.0;6.1;15.0;222.4;1.0;0.00;0
31.87;-89.74;2023-07-13T07:00:00Z;78.3;74.7;83.2;25.1;6.7;18.4;224.5;1.0;0.00;0
31.87;-89.74;2023-07-13T08:00:00Z;78.2;74.8;83.0;25.1;7.2;21.8;226.3;1.0;0.00;0
31.87;-89.74;2023-07-13T09:00:00Z;78.0;74.8;82.9;25.1;7.7;25.1;227.8;1.0;0.00;0
31.87;-89.74;2023-07-13T10:00:00Z;78.0;75.0;83.0;24.1;7.3;25.1;234.3;1.0;0.00;0
31.87;-89.74;2023-07-13T11:00:00Z;78.0;75.2;83.2;23.1;7.0;24.4;241.7;1.0;0.00;0
31.87;-89.74;2023-07-13T12:00:00Z;78.1;75.4;85.2;22.2;6.6;23.8;249.7;1.0;0.00;0
31.87;-89.74;2023-07-13T13:00:00Z;80.7;75.5;90.3;25.3;6.5;23.1;252.0;1.0;0.00;0
31.87;-89.74;2023-07-13T14:00:00Z;83.3;75.6;95.6;28.4;6.3;19.0;254.5;1.0;0.00;0
31.87;-89.74;2023-07-13T15:00:00Z;85.9;75.7;100.7;31.5;6.2;15.3;257.1;1.0;0.00;0
31.87;-89.74;2023-07-13T16:00:00Z;88.0;75.0;104.6;32.5;5.1;12.0;255.6;1.0;0.00;0
31.87;-89.74;2023-07-13T17:00:00Z;90.1;74.4;107.7;33.6;4.0;8.8;253.3;1.0;0.00;0
31.87;-89.74;2023-07-13T18:00:00Z;92.1;73.7;109.6;34.7;2.9;6.2;249.2;1.0;0.00;0
31.87;-89.74;2023-07-13T19:00:00Z;93.0;73.6;109.9;35.2;2.9;4.4;252.6;1.0;0.00;0
31.87;-89.74;2023-07-13T20:00:00Z;94.0;73.4;108.9;35.7;3.0;4.5;256.0;1.0;0.00;0
31.87;-89.74;2023-07-13T21:00:00Z;94.9;73.2;106.9;36.2;3.0;4.5;259.2;1.0;0.00;0
31.87;-89.74;2023-07-13T22:00:00Z;92.7;74.2;102.2;34.1;4.7;7.4;194.3;1.0;0.00;0
31.87;-89.74;2023-07-13T23:00:00Z;90.5;75.1;97.3;32.0;6.3;10.6;162.0;1.0;0.00;0
31.87;-89.74;2023-07-14T00:00:00Z;88.3;76.1;92.9;29.9;8.0;13.8;151.2;1.0;0.00;0
31.87;-89.74;2023-07-14T01:00:00Z;85.6;75.3;88.6;29.9;7.3;14.2;160.9;1.0;0.00;0
31.87;-89.74;2023-07-14T02:00:00Z;83.0;74.5;86.2;30.0;6.7;16.3;173.0;1.0;0.00;0
31.87;-89.74;2023-07-14T03:00:00Z;80.3;73.7;84.0;30.1;6.1;18.5;187.2;1.0;0.00;0
31.87;-89.74;2023-07-14T04:00:00Z;80.0;73.9;84.0;29.1;6.0;18.6;203.3;1.0;0.00;0
31.87;-89.74;2023-07-14T05:00:00Z;79.8;74.1;83.9;28.2;6.0;18.8;221.0;1.0;0.00;0
31.87;-89.74;2023-07-14T06:00:00Z;79.5;74.4;83.8;27.3;6.0;19.0;237.3;1.0;0.00;0
31.87;-89.74;2023-07-14T07:00:00Z;79.1;74.1;83.3;27.3;6.6;20.0;238.4;1.0;0.00;0
31.87;-89.74;2023-07-14T08:00:00Z;78.7;73.8;82.8;27.3;7.2;21.1;239.2;1.0;0.00;0
31.87;-89.74;2023-07-14T09:00:00Z;78.2;73.5;82.3;27.3;7.8;22.2;240.0;1.0;0.00;0
31.87;-89.74;2023-07-14T10:00:00Z;78.0;73.3;82.2;27.0;7.3;22.2;242.5;1.0;0.00;0
31.87;-89.74;2023-07-14T11:00:00Z;77.8;73.2;82.0;26.7;6.8;22.2;245.3;1.0;0.00;0
31.87;-89.74;2023-07-14T12:00:00Z;77.5;73.1;83.7;26.5;6.3;22.2;248.6;1.0;0.00;0
31.87;-89.74;2023-07-14T13:00:00Z;80.2;73.4;89.1;28.6;6.2;22.2;252.5;1.0;0.00;0
31.87;-89.74;2023-07-14T14:00:00Z;82.9;73.8;94.7;30.8;6.2;19.0;256.4;1.0;0.00;0
31.87;-89.74;2023-07-14T15:00:00Z;85.6;74.1;100.0;32.9;6.1;15.9;260.5;1.0;0.00;0
31.87;-89.74;2023-07-14T16:00:00Z;88.1;73.7;104.2;34.0;5.4;13.9;261.0;1.0;0.00;0
31.87;-89.74;2023-07-14T17:00:00Z;90.7;73.3;107.6;35.1;4.6;10.8;261.6;1.0;0.00;0
31.87;-89.74;2023-07-14T18:00:00Z;93.2;72.8;110.0;36.2;3.9;8.1;262.5;1.0;0.00;0
31.87;-89.74;2023-07-14T19:00:00Z;93.8;72.8;109.9;36.2;3.5;5.6;266.7;1.0;0.00;0
31.87;-89.74;2023-07-14T20:00:00Z;94.4;72.8;108.9;36.2;3.0;5.1;272.1;1.0;0.00;0
31.87;-89.74;2023-07-14T21:00:00Z;95.0;72.8;107.0;36.2;2.6;4.6;279.3;1.0;0.00;0
31.87;-89.74;2023-07-14T22:00:00Z;93.5;73.9;103.1;35.3;2.5;4.0;285.3;1.0;0.00;0
31.87;-89.74;2023-07-14T23:00:00Z;92.0;75.0;98.8;34.4;2.5;4.1;291.4;1.0;0.00;0
31.87;-89.74;2023-07-15T00:00:00Z;90.5;76.0;94.9;33.5;2.5;4.4;297.8;1.0;0.00;0
31.87;-89.74;2023-07-15T01:00:00Z;88.7;76.0;91.4;32.4;2.7;4.9;279.8;1.0;0.00;0
31.87;-89.74;2023-07-15T02:00:00Z;87.0;75.9;90.1;31.2;2.9;5.4;255.5;1.0;0.00;0
31.87;-89.74;2023-07-15T03:00:00Z;85.2;75.8;88.8;30.0;3.2;5.8;231.5;1.0;0.00;0
31.87;-89.74;2023-07-15T04:00:00Z;83.5;75.8;87.6;28.9;3.4;6.3;214.0;1.0;0.00;0
31.87;-89.74;2023-07-15T05:00:00Z;81.7;75.7;86.4;27.7;3.6;6.8;202.7;1.0;0.00;0
31.87;-89.74;2023-07-15T06:00:00Z;80.0;75.6;85.2;26.5;3.8;7.2;195.3;1.0;0.00;0
31.87;-89.74;2023-07-15T07:00:00Z;79.8;75.6;84.9;26.3;4.2;8.0;205.3;1.0;0.00;0
31.87;-89.74;2023-07-15T08:00:00Z;79.5;75.5;84.7;26.0;4.5;9.2;214.4;1.0;0.00;0
31.87;-89.74;2023-07-15T09:00:00Z;79.3;75.4;84.4;25.8;4.8;11.6;222.5;1.0;0.00;0
31.87;-89.74;2023-07-15T10:00:00Z;79.0;75.3;84.2;25.5;5.1;13.8;229.5;1.0;0.00;0
31.87;-89.74;2023-07-15T11:00:00Z;78.8;75.3;83.9;25.3;5.4;15.8;235.3;1.0;0.00;0
31.87;-89.74;2023-07-15T12:00:00Z;78.5;75.2;85.5;25.0;5.8;17.9;240.2;1.0;0.00;0
31.87;-89.74;2023-07-15T13:00:00Z;81.2;74.9;90.7;26.9;5.4;17.9;241.1;1.0;0.00;0
31.87;-89.74;2023-07-15T14:00:00Z;83.9;74.7;96.0;28.7;5.0;15.8;242.2;1.0;0.00;0
31.87;-89.74;2023-07-15T15:00:00Z;86.6;74.4;101.0;30.6;4.6;13.6;243.5;1.0;0.00;0
31.87;-89.74;2023-07-15T16:00:00Z;89.3;74.1;104.7;32.4;4.2;11.0;245.1;1.0;0.00;0
31.87;-89.74;2023-07-15T17:00:00Z;91.9;73.9;107.6;34.3;3.8;8.7;246.9;1.0;0.00;0
31.87;-89.74;2023-07-15T18:00:00Z;94.6;73.6;109.4;36.2;3.4;6.5;249.2;1.0;0.00;0
31.87;-89.74;2023-07-15T19:00:00Z;92.7;74.2;106.9;35.0;3.1;5.0;242.0;31.0;1.10;1
31.87;-89.74;2023-07-15T20:00:00Z;90.8;74.7;103.7;33.7;2.9;4.7;231.7;29.2;1.10;1
31.87;-89.74;2023-07-15T21:00:00Z;88.9;75.3;100.1;32.5;2.7;4.5;217.1;27.7;1.10;1
31.87;-89.74;2023-07-15T22:00:00Z;87.0;75.9;97.1;31.3;2.5;4.2;198.0;26.6;1.10;1
31.87;-89.74;2023-07-15T23:00:00Z;85.1;76.5;93.6;30.1;2.3;4.0;177.6;26.1;1.10;1
31.87;-89.74;2023-07-16T00:00:00Z;83.2;77.0;90.1;28.9;2.1;3.7;160.2;26.1;1.10;0
31.87;-89.74;2023-07-16T01:00:00Z;82.1;76.5;87.2;28.2;2.8;4.9;167.7;1.0;0.00;0
31.87;-89.74;2023-07-16T02:00:00Z;81.1;76.0;86.2;27.6;3.4;6.5;172.4;1.0;0.00;0
31.87;-89.74;2023-07-16T03:00:00Z;80.1;75.5;85.1;26.9;4.0;8.4;175.7;1.0;0.00;0
31.87;-89.74;2023-07-16T04:00:00Z;79.1;75.0;84.1;26.3;4.7;10.4;178.0;1.0;0.00;0
31.87;-89.74;2023-07-16T05:00:00Z;78.0;74.5;83.1;25.6;5.3;12.2;179.8;1.0;0.00;0
31.87;-89.74;2023-07-16T06:00:00Z;77.0;74.0;82.1;25.0;5.9;13.7;181.2;1.0;0.00;0
31.87;-89.74;2023-07-16T07:00:00Z;77.2;74.2;82.3;25.0;6.1;15.4;190.3;1.0;0.00;0
31.87;-89.74;2023-07-16T08:00:00Z;77.4;74.3;82.4;25.0;6.4;17.0;199.6;1.0;0.00;0
31.87;-89.74;2023-07-16T09:00:00Z;77.6;74.5;82.6;25.0;6.6;18.6;208.5;1.0;0.00;0
31.87;-89.74;2023-07-16T10:00:00Z;77.7;74.7;82.8;25.0;6.8;20.3;216.6;1.0;0.00;0
31.87;-89.74;2023-07-16T11:00:00Z;77.9;74.8;82.9;25.0;7.1;21.9;223.9;1.0;0.00;0
31.87;-89.74;2023-07-16T12:00:00Z;78.1;75.0;84.9;25.0;7.3;23.5;230.2;1.0;0.00;0
31.87;-89.74;2023-07-16T13:00:00Z;78.9;75.0;88.8;24.3;7.4;23.5;242.9;7.3;0.56;1
31.87;-89.74;2023-07-16T14:00:00Z;79.7;75.0;92.8;23.5;7.5;21.8;260.8;12.6;0.56;1
31.87;-89.74;2023-07-16T15:00:00Z;80.5;75.1;96.2;22.7;7.7;20.0;282.7;17.1;0.56;1
31.87;-89.74;2023-07-16T16:00:00Z;81.3;75.1;98.4;22.0;7.8;18.2;303.1;20.8;0.56;1
31.87;-89.74;2023-07-16T17:00:00Z;82.1;75.1;99.4;21.2;7.9;16.4;318.4;23.7;0.56;1
31.87;-89.74;2023-07-16T18:00:00Z;82.9;75.2;99.5;20.4;8.0;14.7;328.9;25.9;0.56;1
31.87;-89.74;2023-07-16T19:00:00Z;83.5;75.6;99.0;22.2;7.3;12.9;325.8;6.0;0.12;0
31.87;-89.74;2023-07-16T20:00:00Z;84.2;76.0;97.8;24.0;6.6;12.3;320.2;5.6;0.12;0
31.87;-89.74;2023-07-16T21:00:00Z;84.9;76.4;96.2;25.9;5.8;11.7;307.1;5.1;0.12;0
31.87;-89.74;2023-07-16T22:00:00Z;85.5;76.8;95.5;27.7;5.1;11.2;264.8;4.5;0.12;0
31.87;-89.74;2023-07-16T23:00:00Z;86.2;77.2;94.2;29.5;4.4;10.5;203.1;3.9;0.12;0
31.87;-89.74;2023-07-17T00:00:00Z;86.9;77.6;92.6;31.3;3.6;9.3;182.1;3.2;0.12;0
31.87;-89.74;2023-07-17T01:00:00Z;85.7;76.9;89.6;31.0;4.2;10.6;188.3;1.0;0.00;0
31.87;-89.74;2023-07-17T02:00:00Z;84.5;76.3;88.3;30.6;4.7;13.6;193.3;1.0;0.00;0
31.87;-89.74;2023-07-17T03:00:00Z;83.2;75.6;87.1;30.2;5.2;16.5;197.2;1.0;0.00;0
31.87;-89.74;2023-07-17T04:00:00Z;82.0;75.0;85.9;29.9;5.8;18.8;200.4;1.0;0.00;0
31.87;-89.74;2023-07-17T05:00:00Z;80.8;74.3;84.7;29.5;6.3;21.2;203.0;1.0;0.00;0
31.87;-89.74;2023-07-17T06:00:00Z;79.6;73.7;83.4;29.2;6.8;23.6;205.2;1.0;0.00;0
31.87;-89.74;2023-07-17T07:00:00Z;79.4;73.6;83.3;28.9;7.2;24.2;210.5;1.0;0.00;0
31.87;-89.74;2023-07-17T08:00:00Z;79.2;73.6;83.1;28.6;7.7;24.9;215.3;1.0;0.00;0
31.87;-89.74;2023-07-17T09:00:00Z;79.0;73.6;82.9;28.3;8.1;25.6;219.6;1.0;0.00;0
31.87;-89.74;2023-07-17T10:00:00Z;78.9;73.6;82.7;28.0;8.6;26.2;223.4;1.0;0.00;0
31.87;-89.74;2023-07-17T11:00:00Z;78.7;73.5;82.5;27.7;9.0;26.9;226.9;1.0;0.00;0
31.87;-89.74;2023-07-17T12:00:00Z;78.5;73.5;84.1;27.4;9.4;27.6;229.9;1.0;0.00;0
31.87;-89.74;2023-07-17T13:00:00Z;80.9;73.6;89.4;28.6;8.9;27.6;232.0;1.0;0.00;0
31.87;-89.74;2023-07-17T14:00:00Z;83.4;73.6;94.9;29.8;8.5;24.8;234.4;1.0;0.00;0
31.87;-89.74;2023-07-17T15:00:00Z;85.8;73.7;100.0;31.0;8.0;21.9;237.0;1.0;0.00;0
31.87;-89.74;2023-07-17T16:00:00Z;88.2;73.8;103.5;32.2;7.5;19.1;240.0;1.0;0.00;0
31.87;-89.74;2023-07-17T17:00:00Z;90.6;73.8;105.9;33.4;7.0;16.3;243.4;1.0;0.00;0
31.87;-89.74;2023-07-17T18:00:00Z;93.0;73.9;107.3;34.6;6.5;13.5;247.3;1.0;0.00;0
31.87;-89.74;2023-07-17T19:00:00Z;91.0;74.6;104.3;32.7;6.1;10.8;240.1;23.6;1.90;1
31.87;-89.74;2023-07-17T20:00:00Z;89.0;75.2;100.8;30.8;5.7;10.7;230.0;26.1;1.90;1
31.87;-89.74;2023-07-17T21:00:00Z;86.9;75.9;97.0;29.0;5.4;10.6;216.3;28.8;1.90;1
31.87;-89.74;2023-07-17T22:00:00Z;84.9;76.5;94.7;27.1;5.0;10.4;198.8;31.4;1.90;1
31.87;-89.74;2023-07-17T23:00:00Z;82.8;77.2;91.7;25.2;4.6;10.1;179.9;34.2;1.90;1
31.87;-89.74;2023-07-18T00:00:00Z;80.8;77.9;88.5;23.3;4.2;9.7;163.3;37.1;1.90;0
31.87;-89.74;2023-07-18T01:00:00Z;80.1;77.2;86.0;23.3;4.7;11.5;170.3;1.0;0.00;0
31.87;-89.74;2023-07-18T02:00:00Z;79.5;76.5;85.1;23.4;5.2;14.0;176.0;1.0;0.00;0
31.87;-89.74;2023-07-18T03:00:00Z;78.8;75.8;84.3;23.5;5.7;16.0;180.8;1.0;0.00;0
31.87;-89.74;2023-07-18T04:00:00Z;78.2;75.2;83.4;23.6;6.2;18.0;184.8;1.0;0.00;0
31.87;-89.74;2023-07-18T05:00:00Z;77.6;74.5;82.6;23.6;6.7;19.9;188.1;1.0;0.00;0
31.87;-89.74;2023-07-18T06:00:00Z;76.9;73.8;81.7;23.7;7.2;21.9;190.9;1.0;0.00;0
31.7;-89.13;2023-07-09T06:00:00Z;73.4;72.3;79.3;17.1;4.6;11.8;172.4;1.0;0.00;0
31.7;-89.13;2023-07-09T07:00:00Z;73.2;72.5;80.3;16.0;1.9;11.8;194.2;1.0;0.00;0
31.7;-89.13;2023-07-09T08:00:00Z;73.4;72.3;79.7;16.0;3.2;9.0;195.5;1.0;0.00;0
31.7;-89.13;2023-07-09T09:00:00Z;73.7;72.5;80.3;13.8;2.3;9.0;234.9;1.0;0.00;0
31.7;-89.13;2023-07-09T10:00:00Z;73.9;72.8;80.1;12.2;3.6;13.4;221.3;1.0;0.00;0
31.7;-89.13;2023-07-09T11:00:00Z;73.5;72.7;79.6;13.9;4.5;17.2;212.5;1.0;0.00;0
31.7;-89.13;2023-07-09T12:00:00Z;75.3;73.6;82.9;19.5;4.6;17.9;235.9;1.0;0.00;0
31.7;-89.13;2023-07-09T13:00:00Z;79.2;75.1;88.7;24.9;6.8;19.8;237.8;1.0;0.00;0
31.7;-89.13;2023-07-09T14:00:00Z;81.8;75.9;93.3;17.3;7.4;19.8;253.1;1.0;0.00;0
31.7;-89.13;2023-07-09T15:00:00Z;85.0;76.2;99.5;26.0;6.4;16.4;257.2;1.0;0.00;0
31.7;-89.13;2023-07-09T16:00:00Z;88.0;75.8;103.2;32.8;6.5;12.9;261.2;1.0;0.00;0
31.7;-89.13;2023-07-09T17:00:00Z;89.5;73.8;101.7;34.6;6.8;11.0;268.5;6.5;0.12;0
31.7;-89.13;2023-07-09T18:00:00Z;84.5;73.4;95.7;5.7;5.9;10.9;259.9;65.2;7.86;1
31.7;-89.13;2023-07-09T19:00:00Z;82.9;73.6;96.3;10.6;5.3;10.4;292.4;23.8;0.73;0
31.7;-89.13;2023-07-09T20:00:00Z;85.5;74.4;100.7;14.9;5.3;10.4;208.2;5.6;0.19;0
31.7;-89.13;2023-07-09T21:00:00Z;81.0;74.8;93.1;7.0;6.9;13.7;207.1;81.6;3.82;0
31.7;-89.13;2023-07-09T22:00:00Z;81.0;75.2;90.9;14.8;5.2;13.8;224.5;3.3;0.08;0
31.7;-89.13;2023-07-09T23:00:00Z;82.6;75.1;90.6;24.2;3.5;13.8;274.1;1.0;0.00;0
31.7;-89.13;2023-07-10T00:00:00Z;81.3;75.4;87.2;21.5;3.6;8.0;197.3;1.0;0.00;0
31.7;-89.13;2023-07-10T01:00:00Z;78.9;75.7;84.8;12.3;3.1;6.5;156.0;3.2;0.08;0
31.7;-89.13;2023-07-10T02:00:00Z;77.7;74.9;83.3;17.2;4.3;8.7;190.0;1.0;0.00;0
31.7;-89.13;2023-07-10T03:00:00Z;77.1;74.5;82.4;20.5;6.1;11.9;204.6;1.0;0.00;0
31.7;-89.13;2023-07-10T04:00:00Z;75.9;74.1;81.5;21.6;6.0;14.1;208.2;1.0;0.00;0
31.7;-89.13;2023-07-10T05:00:00Z;75.3;74.4;81.3;16.0;6.0;18.6;202.3;1.0;0.00;0
31.7;-89.13;2023-07-10T06:00:00Z;75.3;74.8;81.7;16.0;5.0;20.2;217.9;1.0;0.00;0
31.7;-89.13;2023-07-10T07:00:00Z;75.5;75.1;81.9;16.1;5.6;22.1;209.7;1.0;0.00;0
31.7;-89.13;2023-07-10T08:00:00Z;76.0;75.3;81.9;16.1;7.6;26.0;220.4;1.0;0.00;0
31.7;-89.13;2023-07-10T09:00:00Z;76.5;75.4;82.3;15.4;7.7;28.1;240.0;1.0;0.00;0
31.7;-89.13;2023-07-10T10:00:00Z;76.9;75.2;82.2;7.2;9.7;30.6;246.6;5.9;0.15;0
31.7;-89.13;2023-07-10T11:00:00Z;76.6;74.9;81.8;6.6;9.8;30.7;243.3;9.3;0.30;0
31.7;-89.13;2023-07-10T12:00:00Z;77.0;74.7;83.6;9.1;10.1;31.5;251.1;3.1;0.08;0
31.7;-89.13;2023-07-10T13:00:00Z;79.3;74.5;87.6;16.4;11.7;31.5;259.0;4.4;0.11;0
31.7;-89.13;2023-07-10T14:00:00Z;80.7;74.3;90.0;12.2;12.8;29.1;270.4;6.7;0.15;0
31.7;-89.13;2023-07-10T15:00:00Z;80.8;74.1;91.2;15.5;11.9;29.1;282.9;3.7;0.09;0
31.7;-89.13;2023-07-10T16:00:00Z;83.4;73.9;95.3;11.3;10.9;24.0;291.3;5.4;0.14;0
31.7;-89.13;2023-07-10T17:00:00Z;84.6;73.6;96.7;9.8;10.4;20.9;290.0;3.5;0.10;0
31.7;-89.13;2023-07-10T18:00:00Z;85.6;73.3;98.8;9.1;10.2;20.4;289.8;4.4;0.18;0
31.7;-89.13;2023-07-10T19:00:00Z;87.1;73.4;102.6;9.8;9.7;17.7;288.8;3.2;0.18;0
31.7;-89.13;2023-07-10T20:00:00Z;89.9;72.6;104.9;32.4;9.4;16.9;293.1;1.0;0.07;0
31.7;-89.13;2023-07-10T21:00:00Z;90.9;71.2;103.1;35.3;8.4;15.7;293.8;1.0;0.00;0
31.7;-89.13;2023-07-10T22:00:00Z;90.7;70.1;99.7;36.1;7.6;14.1;297.8;1.0;0.00;0
31.7;-89.13;2023-07-10T23:00:00Z;89.4;70.3;95.4;35.9;6.2;12.8;305.6;1.0;0.00;0
31.7;-89.13;2023-07-11T00:00:00Z;86.8;71.9;90.6;34.6;4.4;11.4;308.5;1.0;0.00;0
31.7;-89.13;2023-07-11T01:00:00Z;83.5;71.5;85.5;32.8;5.0;10.2;314.4;1.0;0.00;0
31.7;-89.13;2023-07-11T02:00:00Z;81.5;71.7;84.2;32.4;4.3;10.2;310.9;1.0;0.00;0
31.7;-89.13;2023-07-11T03:00:00Z;79.3;72.0;83.1;30.7;3.1;10.0;285.8;1.0;0.00;0
31.7;-89.13;2023-07-11T04:00:00Z;77.1;72.4;81.9;29.2;3.1;7.9;286.5;1.0;0.00;0
31.7;-89.13;2023-07-11T05:00:00Z;75.8;72.6;81.3;26.3;2.9;6.9;281.5;1.0;0.00;0
31.7;-89.13;2023-07-11T06:00:00Z;74.9;72.8;81.0;24.1;2.7;5.9;271.6;1.0;0.00;0
31.7;-89.13;2023-07-11T07:00:00Z;74.5;72.8;80.9;22.3;2.4;4.4;280.8;1.0;0.00;0
31.7;-89.13;2023-07-11T08:00:00Z;74.2;72.8;80.9;20.5;2.1;3.9;293.4;1.0;0.00;0
31.7;-89.13;2023-07-11T09:00:00Z;73.8;72.8;80.8;18.8;1.8;3.5;309.9;1.0;0.00;0
31.7;-89.13;2023-07-11T10:00:00Z;74.6;73.2;81.1;19.3;2.6;4.2;280.7;1.0;0.00;0
31.7;-89.13;2023-07-11T11:00:00Z;75.3;73.6;81.4;19.8;3.3;5.8;264.4;1.0;0.00;0
31.7;-89.13;2023-07-11T12:00:00Z;76.1;74.0;83.7;20.4;4.1;7.4;255.3;1.0;0.00;0
31.7;-89.13;2023-07-11T13:00:00Z;78.9;74.1;88.8;19.8;3.3;7.4;261.4;2.5;0.10;0
